"articleDate","articleName","articleSource","articleLink"
"2018-03-05","【公關組】系所博覽、寵物市集、明星演唱  興大春蟄節熱鬧登場","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42630"
"2018-03-05","【媒體報導】興大春蟄節 校長大跳抖肩舞","中國時報","https://www2.nchu.edu.tw/news-detail/id/42641"
"2018-03-05","【媒體報導】興大化工系竇維平教授 榮獲績優產學小聯盟","國立教育廣播電台","https://www2.nchu.edu.tw/news-detail/id/42640"
"2018-03-05","【媒體報導】盼減少流浪動物 中市號召志工宣導犬貓絕育","中國時報","https://www2.nchu.edu.tw/news-detail/id/42643"
"2018-03-05","【媒體報導】前天空品紅害破表 學者倡元宵別放煙火","自由時報","https://www2.nchu.edu.tw/news-detail/id/42644"
"2018-03-03","【公關組】興大生科院生態櫥窗落成 校園新亮點","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42634"
"2018-03-02","【媒體報導】港媒爆台灣米含「砒霜」 業者:刻意誤導！","民視綜合頻道","https://www2.nchu.edu.tw/news-detail/id/42627"
"2018-03-02","【媒體報導】這所大學系所博覽會 請來明星助陣還有萌寵大會","自由時報","https://www2.nchu.edu.tw/news-detail/id/42624"
"2018-03-02","【學者評論】31項惠台措施宛如棉裡針（譚偉恩）","蘋果日報","https://www2.nchu.edu.tw/news-detail/id/42626"
"2018-03-02","【公關組】興大化工系竇維平教授 榮獲績優產學小聯盟","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42628"
"2018-03-02","【媒體報導】興大昆山論壇暨EMBA兩岸台商組招生","經濟日報","https://www2.nchu.edu.tw/news-detail/id/42625"
"2018-03-01","【媒體報導】台灣米在香港驗出無機砷超標？業者怒喊冤，農糧署：台灣米安全無虞","上下游","https://www2.nchu.edu.tw/news-detail/id/42619"
"2018-03-01","【媒體報導】學者：抑制私人運具 才能有效提升空品","自由時報","https://www2.nchu.edu.tw/news-detail/id/42617"
"2018-03-01","【媒體報導】衛生紙搶購啟示錄：本土林業疲弱 恐非永續之路","環境資訊中心","https://www2.nchu.edu.tw/news-detail/id/42615"
"2018-02-27","【媒體報導】教授：衛生紙漲價只是開端 未來這些都會漲","聯合報","https://www2.nchu.edu.tw/news-detail/id/42588"
"2018-02-23","【媒體報導】高教深耕計畫中興大學獲3.5億 全國排第六","聯合報","https://www2.nchu.edu.tw/news-detail/id/42582"
"2018-02-23","【學者評論】自由廣場》從「限制住居」到「限制出境」","自由時報","https://www2.nchu.edu.tw/news-detail/id/42581"
"2018-02-23","【媒體報導】無國界教師開步走 師資生海外觀課見習","青年日報","https://www2.nchu.edu.tw/news-detail/id/42575"
"2018-02-22","【公關組】高教深耕興大獲3.5億經費 全國第六","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42568"
"2018-02-21","【網路溫度計】誰才是網友心中最愛的大學？2017年大學好感排行榜揭曉！","網路溫度計","https://www2.nchu.edu.tw/news-detail/id/42559"
"2018-02-14","【媒體報導】搜救犬鐵雄康復了 罐頭加菜歡喜過年","中央社","https://www2.nchu.edu.tw/news-detail/id/42554"
"2018-02-14","【公關組】守護搜救犬健康 興大頒給鐵雄免費醫療卡","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42552"
"2018-02-14","【媒體報導】高教深耕計畫補助4校打國際盃 比頂大校數少經費卻打折","聯合報","https://www2.nchu.edu.tw/news-detail/id/42548"
"2018-02-13","【媒體報導】甄試撞期 87％校系彈性調整","中國時報","https://www2.nchu.edu.tw/news-detail/id/42541"
"2018-02-13","【媒體報導】政府震災表現受肯定 學者：突破意識形態框架","自由時報","https://www2.nchu.edu.tw/news-detail/id/42540"
"2018-02-13","【媒體報導】永豐銀捐贈興大食安檢測大樓歡慶上樑 盼年底營運為食安盡心力","自由時報","https://www2.nchu.edu.tw/news-detail/id/42539"
"2018-02-12","【媒體報導】0206花蓮大地震－趾尖炎又踩到汽油 搜救犬「鐵雄」跛腳","民視新聞網","https://www2.nchu.edu.tw/news-detail/id/42536"
"2018-02-12","【媒體報導】搜救犬「鐵雄」興大獸醫院看診 酵母菌性外耳炎","聯合報","https://www2.nchu.edu.tw/news-detail/id/42537"
"2018-02-12","【媒體報導】興大參訪菲律賓經發局 促交流合作","新一代","https://www2.nchu.edu.tw/news-detail/id/42534"
"2018-02-12","【媒體報導】難忘921震殤　男大生奔3百里赴花蓮當志工","蘋果日報","https://www2.nchu.edu.tw/news-detail/id/42529"
"2018-02-12","【媒體報導】教授家庭勤練書法 女兒小學畢業跟父親自行車環島","新一代","https://www2.nchu.edu.tw/news-detail/id/42533"
"2018-02-12","【公關組】永豐捐贈興大食安檢測大樓　歡慶上樑","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42535"
"2018-02-10","【公關組】興大組搜救犬醫療團隊 為救難英雄「鐵雄」看診","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42527"
"2018-02-09","【媒體報導】太空中的魔術方塊 神預言花蓮震災？","聯合報","https://www2.nchu.edu.tw/news-detail/id/42525"
"2018-02-09","【公關組】南光扶輪社首創  興大區域和平研究獎學金","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42523"
"2018-02-08","【公關組】興大參訪菲律賓國家經濟發展局 促交流","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42519"
"2018-02-07","【媒體報導】知識串聯 構築出閱讀的維度想像","中國時報","https://www2.nchu.edu.tw/news-detail/id/42513"
"2018-02-06","【媒體報導】興大物種統計模式,高精確度獲英團隊肯定","中國時報","https://www2.nchu.edu.tw/news-detail/id/42506"
"2018-02-05","【媒體報導】中市力推ＩＮＧＯ邀請焦點團體座談","中華日報","https://www2.nchu.edu.tw/news-detail/id/42502"
"2018-02-05","【學者評論】「捏造敵人」的美國","中國時報","https://www2.nchu.edu.tw/news-detail/id/42501"
"2018-02-05","【媒體報導】透過遊戲進行職輔 為學子「測」劃未來","中國時報","https://www2.nchu.edu.tw/news-detail/id/42500"
"2018-02-05","【媒體報導】冷到爆！嗶嗶啵啵地磚裂開　屋主「嚇死人」","蘋果日報","https://www2.nchu.edu.tw/news-detail/id/42499"
"2018-02-05","【公關組】興大物種統計模式 高預測精確度獲英跨國團隊肯定","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42493"
"2018-02-02","【媒體報導】林俊良接國研院太空中心主任","經濟日報","https://www2.nchu.edu.tw/news-detail/id/42485"
"2018-02-02","【媒體報導】鼓勵青年加農 興大特殊選才錄取8農家子弟","公視新聞","https://www2.nchu.edu.tw/news-detail/id/42463"
"2018-02-02","【媒體報導】剛野放又被撞 2018石虎路殺已3起","台灣動物新聞網","https://www2.nchu.edu.tw/news-detail/id/42488"
"2018-02-02","【媒體報導】當愛因斯坦遇愛迪生 興大產學論壇開講","經濟日報","https://www2.nchu.edu.tw/news-detail/id/42484"
"2018-02-01","【公關組】興大EMBA前進越南  拜訪駐胡志明市台北經濟文化辦事處與越南台灣商會","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42482"
"2018-02-01","【媒體報導】第二屆亞寵論壇 準獸醫們的創新想法","台灣動物新聞網","https://www2.nchu.edu.tw/news-detail/id/42479"
"2018-02-01","【媒體報導】【2040電動車化】台灣推電動車真的環保嗎？ 空污、電池、大眾運輸三方解析","環境資訊中心","https://www2.nchu.edu.tw/news-detail/id/42478"
"2018-02-01","【媒體報導】學者、環團︰費率太低難達成效","自由時報","https://www2.nchu.edu.tw/news-detail/id/42476"
"2018-02-01","【公關組】當雙愛相遇 興大產學論壇精彩開講","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42475"
"2018-01-30","【媒體報導】台灣之光！ 興大教授武東星榮任SPIE會士","自由時報","https://www2.nchu.edu.tw/news-detail/id/42461"
"2018-01-30","【媒體報導】學者批中油「長官說了算」積弊","蘋果日報","https://www2.nchu.edu.tw/news-detail/id/42460"
"2018-01-30","【媒體報導】專訪興大陳志峰：開發本土雞舍管理教材，食安才能事半功倍","農傳媒","https://www2.nchu.edu.tw/news-detail/id/42458"
"2018-01-30","【媒體報導】食雞大好／一日齡金門土雞的返鄉旅程","上下游","https://www2.nchu.edu.tw/news-detail/id/42457"
"2018-01-29","【媒體報導】手動測站PM2.5年均濃度 中市減量六都第一","自由時報","https://www2.nchu.edu.tw/news-detail/id/42447"
"2018-01-29","【媒體報導】擴大監測量能 學者：快拼出全台空汙地圖","聯合報","https://www2.nchu.edu.tw/news-detail/id/42446"
"2018-01-29","【媒體報導】多虧生態教育埋下的種子，黑冠麻鷺才得以安然站在大庭廣眾下","關鍵評論","https://www2.nchu.edu.tw/news-detail/id/42443"
"2018-01-29","【媒體報導】快評：兩岸現狀漸變　正朝不好方向發展？","中國評論通訊社","https://www2.nchu.edu.tw/news-detail/id/42445"
"2018-01-29","【媒體報導】蔡東杰語中評：兩岸關係變化有三種可能","中國評論通訊社","https://www2.nchu.edu.tw/news-detail/id/42444"
"2018-01-29","【媒體報導】蚊子吸血愛挑O型？　專家：大誤","蘋果日報","https://www2.nchu.edu.tw/news-detail/id/42442"
"2018-01-26","【媒體報導】8農家子弟上榜  興大特殊選才培育農業新血","大成報","https://www2.nchu.edu.tw/news-detail/id/42428"
"2018-01-26","【媒體報導】2018旭泰科技論文獎 報名啟動","經濟日報","https://www2.nchu.edu.tw/news-detail/id/42431"
"2018-01-26","【媒體報導】強化區域合作 中科舉辦智慧機械及航太產業創新創業論壇","勁報","https://www2.nchu.edu.tw/news-detail/id/42432"
"2018-01-26","【媒體報導】《60分鐘》空汙好髒 大口呼吸好毒","中國時報","https://www2.nchu.edu.tw/news-detail/id/42430"
"2018-01-26","【媒體報導】少見的白櫻花爆炸開 五峰賞櫻看這裡","聯合報","https://www2.nchu.edu.tw/news-detail/id/42436"
"2018-01-25","【公關組】八農家子弟上榜  興大特殊選才培育農業新血","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42424"
"2018-01-25","【公關組】興大創產學院「越南廣寧省農業訪學團專班」結訓","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42412"
"2018-01-24","【公關組】西安交大EMBA 蒞興大  交流訪問","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42413"
"2018-01-24","【媒體報導】影╱大學帶小學玩科普 繪本、桌遊樂學海洋教育","聯合報","https://www2.nchu.edu.tw/news-detail/id/42406"
"2018-01-23","【公關組】興大參與台北書展  舉辦認識台灣生物、文學之美講座","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42404"
"2018-01-23","【媒體報導】大安養豬事業十年掉三成　養豬戶籲政府重視困境","台灣好新聞","https://www2.nchu.edu.tw/news-detail/id/42398"
"2018-01-22","【媒體報導】國際農業永續學會成立 台灣學界扮要角","中央社","https://www2.nchu.edu.tw/news-detail/id/42390"
"2018-01-22","【學者評論】蔡東杰》世界新秩序 誰領風騷","中國時報","https://www2.nchu.edu.tw/news-detail/id/42389"
"2018-01-22","【媒體報導】高屏空污紅害 要再3天","蘋果日報","https://www2.nchu.edu.tw/news-detail/id/42391"
"2018-01-22","【媒體報導】英脫歐後蔬菜缺口 台植物工廠似有解方","中央社","https://www2.nchu.edu.tw/news-detail/id/42388"
"2018-01-19","【媒體報導】興大植物教學醫院年後開張，為作物土壤抓病灶","農傳媒","https://www2.nchu.edu.tw/news-detail/id/42382"
"2018-01-19","【媒體報導】水利會資產貧富懸殊　學者：改制後能做最大效益使用","蘋果日報","https://www2.nchu.edu.tw/news-detail/id/42370"
"2018-01-17","【媒體報導】落實水利會改制 資產管理水權分配是關鍵","中央社","https://www2.nchu.edu.tw/news-detail/id/42363"
"2018-01-17","【學者評論】台大新校長的挑戰：高教創新","聯合報","https://www2.nchu.edu.tw/news-detail/id/42362"
"2018-01-17","【媒體報導】興大與大里仁愛醫院簽署合作  擴大交流","大成報","https://www2.nchu.edu.tw/news-detail/id/42342"
"2018-01-15","【公關組】越南廣寧省農業訪學團抵台  興大開專班培訓","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42343"
"2018-01-15","【媒體報導】54%農田不在灌區 農民受災求助無門","自由時報","https://www2.nchu.edu.tw/news-detail/id/42347"
"2018-01-15","【學生投稿】三年前後的柯文哲","自由時報","https://www2.nchu.edu.tw/news-detail/id/42346"
"2018-01-11","【公關組】興大與大里仁愛醫院簽署合作  擴大交流","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42332"
"2018-01-10","【媒體報導】豬皮水解膠原蛋白胜肽，變身平民版維骨力","農傳媒","https://www2.nchu.edu.tw/news-detail/id/42320"
"2018-01-10","【媒體報導】母乳益生菌功能多 興大發現能自製玻尿酸","自由時報","https://www2.nchu.edu.tw/news-detail/id/42317"
"2018-01-10","【媒體報導】學者：重劃更複雜 可參考日本「地方創生」","聯合報","https://www2.nchu.edu.tw/news-detail/id/42315"
"2018-01-09","【公關組】興大成立「臺灣應用微生物產學聯盟」  提升產業競爭力","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42311"
"2018-01-09","【媒體報導】比照日照曬鹽概念 大埤酸菜醃漬廢水處理有解","自由時報","https://www2.nchu.edu.tw/news-detail/id/42310"
"2018-01-08","【媒體報導】陳美源：台灣人不再只有藍綠選項","中評社","https://www2.nchu.edu.tw/news-detail/id/42306"
"2018-01-08","【學者評論】蔡東杰》誰玩得過金正恩","中國時報","https://www2.nchu.edu.tw/news-detail/id/42304"
"2018-01-08","【媒體報導】麥寮港船舶 改用低硫燃油","中國時報","https://www2.nchu.edu.tw/news-detail/id/42305"
"2018-01-04","應經系慶70  發光發熱耀中興","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42287"
"2018-01-03","【媒體報導】中興大學武東星終身特聘教授蒞臨南大暢談資訊科技發展之影響","中央社","https://www2.nchu.edu.tw/news-detail/id/42275"
"2018-01-03","【媒體報導】食物壞了沒 食安驗毒銀針一秒告訴你","聯合報","https://www2.nchu.edu.tw/news-detail/id/42272"
"2018-01-03","【媒體報導】投入研發近10年 院士楊秋忠將廚餘快速變黃金","教育廣播電台","https://www2.nchu.edu.tw/news-detail/id/42274"
"2018-01-03","【媒體報導】中興應經70系慶特刊第四期 風華登場","中央社","https://www2.nchu.edu.tw/news-detail/id/42255"
"2018-01-02","【公關組】光宇材料捐助興大「興翼獎學金」2百萬元","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42258"
"2018-01-02","【媒體報導】台新螃蟹研究合作25年 發表台灣螃蟹名錄800種","環境資訊中心","https://www2.nchu.edu.tw/news-detail/id/42256"
"2017-12-29","【公關組】書寫與鄰里互動的歷史  興大「共話當年」特展開幕","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42251"
"2017-12-29","【媒體報導】興大保種20餘年 300隻金門土雞返鄉助建立在地品牌","自由時報","https://www2.nchu.edu.tw/news-detail/id/42249"
"2017-12-29","【媒體報導】產學合作最佳典範","工商時報","https://www2.nchu.edu.tw/news-detail/id/42248"
"2017-12-28","【媒體報導】愛興小小醫師營　寒假優質登場 ","新浪新聞","https://www2.nchu.edu.tw/news-detail/id/42242"
"2017-12-27","【公關組】興大雞隻保種團隊  推動金門土雞返鄉","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42238"
"2017-12-27","【媒體報導】興大產學開發麝香貓咖啡 蟬聯國際第一","聯合報","https://www2.nchu.edu.tw/news-detail/id/42233"
"2017-12-27","【媒體報導】興大微奈米技術 翻轉全球農金","工商時報","https://www2.nchu.edu.tw/news-detail/id/42232"
"2017-12-27","【媒體報導】中南部空汙持續 紅害預估到週四","大紀元","https://www2.nchu.edu.tw/news-detail/id/42231"
"2017-12-26","【公關組】興大產學開發麝香貓咖啡  蟬聯國際評鑑世界第一","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42219"
"2017-12-26","【媒體報導】興大教室設手機VIP室 上課就""關""機","民視","https://www2.nchu.edu.tw/news-detail/id/42188"
"2017-12-26","【學生投稿】解決「新南向」困境，不如轉向「三方政策」","關鍵評論","https://www2.nchu.edu.tw/news-detail/id/42211"
"2017-12-26","【公關組】台灣山葉機車捐贈興大新款機車 產學技術同步","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42202"
"2017-12-26","【公關組】興大材料系團隊獲「搶鮮大賽」競賽雙獎項","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42203"
"2017-12-26","【公關組】興大企管系張曼玲老師榮獲吳大猷先生紀念獎","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/41983"
"2017-12-25","【媒體報導】迎接耶誕及新年 惠蓀林場「希望之樹」點燈","自由時報","https://www2.nchu.edu.tw/news-detail/id/42197"
"2017-12-25","【媒體報導】詩人洛夫 獲頒中興大學名譽文學博士","中央社","https://www2.nchu.edu.tw/news-detail/id/42199"
"2017-12-25","【媒體報導】大氣擴散差 環署預報空污惡化至耶誕節","自由時報","https://www2.nchu.edu.tw/news-detail/id/42198"
"2017-12-25","【公關組】2017人工智慧高峰論壇  探討人工智慧、深度學習與大數據","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42195"
"2017-12-22","【公關組】興大綜大薄膜屋頂暨翻轉教室 熱鬧啟用","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42193"
"2017-12-22","【公關組】詩人洛夫 獲頒興大名譽文學博士學位","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42192"
"2017-12-22","【公關組】興大企管系教學創新 教室設手機櫃、找回學生專注力","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42187"
"2017-12-21","【媒體報導】台數科攜手中興大學 強化智慧城市生活","寰宇新聞","https://www2.nchu.edu.tw/news-detail/id/42166"
"2017-12-20","【公關組】興大「冬至耶誕饗宴」  邀海外、僑生、離島生慶歲末","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42174"
"2017-12-20","【媒體報導】國家講座暨學術獎─楊長賢解開「蘭花密碼」 國際綻光芒","自由時報","https://www2.nchu.edu.tw/news-detail/id/42165"
"2017-12-20","【媒體報導】2017全國大專綠具人創意競賽在興大","教育廣播電台","https://www2.nchu.edu.tw/news-detail/id/42167"
"2017-12-20","【媒體報導】惠蓀林場耶誕點燈祈福23日送樹苗","中國時報","https://www2.nchu.edu.tw/news-detail/id/42169"
"2017-12-20","【媒體報導】中興大學新化林場咖啡首公開 口感這樣","聯合報","https://www2.nchu.edu.tw/news-detail/id/42168"
"2017-12-19","【公關組】興大人社中心成果展 虛擬實境展示吸睛","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42163"
"2017-12-19","【公關組】教育部生技創新創業獎  興大榮獲一銀二銅","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42161"
"2017-12-19","【公關組】2017全國大專綠具人創意競賽 12/16興大登場","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42157"
"2017-12-19","【媒體報導】希望之樹點燈暨張豐吉攝影展 12/22登場","自立晚報","https://www2.nchu.edu.tw/news-detail/id/42147"
"2017-12-19","【公關組】《應用經濟論叢》2017年持續收錄於科技部TSSCI經濟學門","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42042"
"2017-12-18","【媒體報導】台中空氣品質良好 早晚寒冷注意保暖","自由時報","https://www2.nchu.edu.tw/news-detail/id/42145"
"2017-12-18","【媒體報導】「原味十足」的中心！ 興大讓原民生有歸屬感","自由時報","https://www2.nchu.edu.tw/news-detail/id/42095"
"2017-12-15","【公關組】興大應經系「70系慶特刊第三期經火巨擘」出刊","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42119"
"2017-12-15","【公關組】2018希望之樹點燈祈福 惠蓀林場12/23週末贈樹苗","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42132"
"2017-12-15","【媒體報導】研究萬能幹細胞 興大蘇鴻麟獲國家新創獎","中國時報","https://www2.nchu.edu.tw/news-detail/id/42106"
"2017-12-15","【公關組】興大創新研發成果媒合會 聚焦五加二產業","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42114"
"2017-12-13","【媒體報導】大愛新聞專題循環農業--垃圾變黃金","大愛新聞台","https://www2.nchu.edu.tw/news-detail/id/42104"
"2017-12-13","【媒體報導】產學推手 興大扶植產業進軍國際舞台","經濟日報","https://www2.nchu.edu.tw/news-detail/id/42103"
"2017-12-13","【公關組】興大黃振文、蘇鴻麟 榮獲國家新創獎","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42101"
"2017-12-13","【學者評論】大考作文超八股？別再污名化八股文了","聯合報","https://www2.nchu.edu.tw/news-detail/id/42094"
"2017-12-13","【媒體報導】台北藍 難道是中部人的奢求","中國時報","https://www2.nchu.edu.tw/news-detail/id/42092"
"2017-12-13","【媒體報導】英歐離婚貴 英鎊前途被掐住","工商時報","https://www2.nchu.edu.tw/news-detail/id/42096"
"2017-12-13","【學生投稿】柯文哲的平庸，有一種難以言喻的邪惡","自由時報","https://www2.nchu.edu.tw/news-detail/id/42093"
"2017-12-08","【媒體報導】彰化巨峰葡萄減產三成 萎縮似葡萄乾","公視新聞","https://www2.nchu.edu.tw/news-detail/id/42072"
"2017-12-08","【媒體報導】中天調查報告／西半部空汙「紅害」等級！生命受威脅　埔里成「聚汙盆」","中天新聞","https://www2.nchu.edu.tw/news-detail/id/42073"
"2017-12-08","【公關組】物競心擇-楊上峰個展 12/7中興大學開幕","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42059"
"2017-12-07","【公關組】原起不滅 興大原住民族資源中心揭牌","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42058"
"2017-12-05","【公關組】興大法政學院推動教學創新  深耕實驗教育","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42039"
"2017-12-05","【媒體報導】村菇雞聯盟，屏東大武打造新林下經濟","農傳媒","https://www2.nchu.edu.tw/news-detail/id/42034"
"2017-12-05","【媒體報導】果樹生病怎麼辦？貼貼農業ＯＫ繃！微生物 「猴子猴孫」來幫忙","上下游","https://www2.nchu.edu.tw/news-detail/id/42019"
"2017-12-04","【公關組】《興大法學》列入TSSCI核心期刊","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42021"
"2017-12-04","【師生投稿】驛動軌迹：臺中火車站的古往今來","聯合報","https://www2.nchu.edu.tw/news-detail/id/42014"
"2017-12-04","【媒體報導】降PM2.5 學者：中小鍋爐改換燃氣","中央社","https://www2.nchu.edu.tw/news-detail/id/42009"
"2017-12-04","【媒體報導】興大黃振文榮獲 國家新創獎","台灣新生報","https://www2.nchu.edu.tw/news-detail/id/42011"
"2017-12-04","【學者評論】蔡東杰》誤闖政治叢林的川普兔子","中國時報","https://www2.nchu.edu.tw/news-detail/id/42016"
"2017-12-04","【媒體報導】興大研究：銥金屬可作為癌症標靶藥物","聯合報","https://www2.nchu.edu.tw/news-detail/id/42015"
"2017-12-04","【媒體報導】狗骨？豬骨？ 學者、動防所各執一詞","自由時報","https://www2.nchu.edu.tw/news-detail/id/42013"
"2017-12-04","【媒體報導】興大園藝週登場 展出特色熱帶植物","教育廣播電台","https://www2.nchu.edu.tw/news-detail/id/42010"
"2017-12-04","【公關組】興大園藝週登場 展出特色熱帶植物","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42007"
"2017-12-01","【特別報導】興大威哥的奇幻桌生","興大圖書館","https://www2.nchu.edu.tw/news-detail/id/42003"
"2017-12-01","【公關組】全國首創 中興大學與印度理工大學全英文同步遠距教學","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42002"
"2017-12-01","【公關組】農學團體聯合年會12/1興大登場 聚焦循環農業","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/42001"
"2017-12-01","【媒體報導】29日空污不是中國來的！ 專家：典型境內污染","自由時報","https://www2.nchu.edu.tw/news-detail/id/41985"
"2017-12-01","【公關組】興大研究：銥金屬可作為癌症標靶藥物","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/41982"
"2017-12-01","【公關組】興大師資生至華東臺商子女學校教育見習之旅","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/41978"
"2017-12-01","【公關組】興大法政學院教學創新 帶領學生「社區走讀‧國際走讀」","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/41989"
"2017-11-30","【媒體報導】解決黃麴毒素 興大中山醫生物學競賽聯手摘金","新頭殼","https://www2.nchu.edu.tw/news-detail/id/41984"
"2017-11-30","【公關組】解決食安問題 國際合成生物學競賽興大與中山醫聯合摘金","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/41965"
"2017-11-29","【媒體報導】媒合校友畢業生就業 興大興學塾好感心","中央社","https://www2.nchu.edu.tw/news-detail/id/41973"
"2017-11-29","【媒體報導】法人鏈結產學計畫成果 估帶動百億產值","中央通訊社","https://www2.nchu.edu.tw/news-detail/id/41972"
"2017-11-29","【媒體報導】治空污 高市大眾運輸免費搭","蘋果日報","https://www2.nchu.edu.tw/news-detail/id/41974"
"2017-11-29","【媒體報導】機器人擂台賽 興大KO全台","中國時報","https://www2.nchu.edu.tw/news-detail/id/41936"
"2017-11-29","【媒體報導】國際化 興大觸角延伸到不丹王國","新頭殼","https://www2.nchu.edu.tw/news-detail/id/41968"
"2017-11-29","【媒體報導】興學塾擴大校友參加盼創造三贏","中國時報","https://www2.nchu.edu.tw/news-detail/id/41967"
"2017-11-29","【公關組】全國第一 中興大學與不丹大學首次交流","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/41931"
"2017-11-28","【公關組】興大「興學塾」企業導師揪感心  媒合校友、在校生就業實習","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/41961"
"2017-11-28","【媒體報導】造林實務講座　學者專家教導正確造林知識","今日新聞","https://www2.nchu.edu.tw/news-detail/id/41937"
"2017-11-28","【媒體報導】謝樹禮肥 為集集鎮700歲大樟樹祝壽","中央通訊社","https://www2.nchu.edu.tw/news-detail/id/41956"
"2017-11-28","【媒體報導】「不得課稅」的最低基本生活費用 該怎麼算？","聯合報","https://www2.nchu.edu.tw/news-detail/id/41957"
"2017-11-27","【公關組】興大國務所第九屆公共治理國際學術研討會","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/41943"
"2017-11-27","【媒體報導】【圖解新聞】冬季浪漫打卡勝地　超美落羽松身世揭密","蘋果日報","https://www2.nchu.edu.tw/news-detail/id/41935"
"2017-11-27","【媒體報導】大學拚新南向／中大招攬菲國教授 來台進修","自由時報","https://www2.nchu.edu.tw/news-detail/id/41934"
"2017-11-27","【學生投稿】自由廣場》蔣萬安是柯文哲的剋星","自由時報","https://www2.nchu.edu.tw/news-detail/id/41933"
"2017-11-24","【媒體報導】鼓勵青年從農 興大特殊選才優先錄取農家子弟","自由時報","https://www2.nchu.edu.tw/news-detail/id/41921"
"2017-11-24","【媒體報導】曾沉迷線上遊戲 興大法律生張正麒架網、出書樣樣通","聯合報","https://www2.nchu.edu.tw/news-detail/id/41920"
"2017-11-24","【公關組】食農教育國際研討會興大登場 臺日韓經驗交流","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/41923"
"2017-11-23","【媒體報導】手機接收能量…APP稱能「減重戒菸」　民眾試用：騙人的","三立新聞網","https://www2.nchu.edu.tw/news-detail/id/41906"
"2017-11-23","【媒體報導】東南亞人士納U-start團隊 創業新南向","中國時報","https://www2.nchu.edu.tw/news-detail/id/41905"
"2017-11-23","【公關組】興大黃振文副校長 榮獲第十四屆國家新創獎","秘書室媒體公關組","https://www2.nchu.edu.tw/news-detail/id/41901"
